 ,Area,Mean,Min,Max,X,Y,Circ.,Slice,AR,Round,Solidity
1,170.976,0.000,0,0,637.872,6.908,0.728,1,1.286,0.778,0.847
2,108.860,0.123,0,255,648.738,3.233,0.546,1,2.250,0.445,0.669
3,201.771,0.265,0,255,683.589,4.922,0.607,1,1.969,0.508,0.751
4,106.709,0.125,0,255,725.680,3.766,0.634,1,1.787,0.560,0.721
5,187.974,0.356,0,255,732.072,6.676,0.680,1,1.506,0.664,0.804
6,148.364,2.795,0,255,798.757,3.855,0.583,1,2.134,0.469,0.712
7,93.279,0.717,0,255,848.211,2.981,0.526,1,2.174,0.460,0.643
8,239.439,0.000,0,0,861.072,8.721,0.646,1,1.115,0.897,0.757
9,252.083,0.000,0,0,481.151,5.296,0.615,1,2.073,0.482,0.816
10,150.935,0.000,0,0,445.702,4.238,0.660,1,1.833,0.546,0.802
11,108.545,0.493,0,255,462.297,3.972,0.725,1,1.565,0.639,0.818
12,210.270,0.127,0,255,287.993,6.323,0.744,1,1.374,0.728,0.877
13,129.950,0.103,0,255,346.133,3.904,0.701,1,1.970,0.508,0.835
14,387.908,0.621,0,255,317.954,8.565,0.704,1,1.486,0.673,0.886
15,138.606,0.193,0,255,547.679,5.640,0.760,1,1.522,0.657,0.903
16,295.522,1.765,0,255,771.445,9.304,0.830,1,1.280,0.781,0.951
17,386.230,1.316,0,255,399.018,8.797,0.816,1,1.360,0.735,0.951
18,296.728,4.373,0,255,807.666,9.659,0.881,1,1.056,0.947,0.970
19,251.401,9.472,0,255,374.479,9.323,0.905,1,1.040,0.962,0.978
20,224.855,0.297,0,255,699.941,9.512,0.896,1,1.093,0.915,0.976
21,166.149,0.081,0,255,711.910,8.743,0.874,1,1.280,0.781,0.971
22,129.635,0.206,0,255,244.814,7.246,0.864,1,1.245,0.803,0.964
23,230.311,0.232,0,255,662.393,9.714,0.895,1,1.044,0.958,0.978
24,254.811,0.473,0,255,262.992,10.873,0.880,1,1.180,0.847,0.973
25,168.615,0.873,0,255,842.906,9.592,0.910,1,1.026,0.975,0.977
26,230.521,0.232,0,255,349.853,10.431,0.867,1,1.205,0.830,0.968
27,216.933,1.603,0,255,188.575,11.317,0.884,1,1.200,0.834,0.975
28,281.514,6.130,0,255,423.604,12.707,0.900,1,1.086,0.921,0.979
29,137.137,0.000,0,0,63.915,12.010,0.826,1,1.650,0.606,0.962
30,223.123,0.060,0,255,567.782,12.137,0.732,1,1.439,0.695,0.921
31,301.922,0.044,0,255,620.388,16.150,0.855,1,1.258,0.795,0.974
32,169.821,0.473,0,255,243.068,13.568,0.879,1,1.059,0.944,0.970
33,173.599,0.000,0,0,252.680,13.748,0.896,1,1.078,0.927,0.974
34,197.154,0.339,0,255,738.621,15.744,0.859,1,1.182,0.846,0.968
35,189.233,0.141,0,255,17.455,14.876,0.870,1,1.140,0.877,0.969
36,172.654,0.852,0,255,178.448,16.434,0.818,1,1.434,0.698,0.961
37,164.785,0.162,0,255,444.123,14.957,0.863,1,1.206,0.829,0.968
38,182.937,0.366,0,255,639.310,15.314,0.887,1,1.104,0.906,0.972
39,232.986,0.115,0,255,204.160,17.814,0.882,1,1.274,0.785,0.978
40,152.089,1.143,0,255,545.836,14.839,0.805,1,1.449,0.690,0.947
41,280.727,0.143,0,255,355.852,19.118,0.810,1,1.356,0.737,0.959
42,161.637,0.083,0,255,679.546,18.641,0.754,1,1.588,0.630,0.942
43,217.300,1.354,0,255,313.660,18.507,0.821,1,1.418,0.705,0.964
44,398.453,0.974,0,255,324.410,24.287,0.840,1,1.100,0.909,0.965
45,244.266,0.548,0,255,488.270,21.453,0.888,1,1.034,0.967,0.977
46,183.409,0.584,0,255,448.525,21.745,0.824,1,1.376,0.727,0.955
47,222.704,3.124,0,255,396.114,21.678,0.874,1,1.272,0.786,0.970
48,153.348,1.745,0,255,282.366,20.665,0.864,1,1.240,0.807,0.966
49,155.132,0.431,0,255,222.219,21.178,0.908,1,1.092,0.915,0.974
50,170.451,0.157,0,255,574.654,21.745,0.892,1,1.125,0.889,0.974
51,280.937,0.714,0,255,778.924,25.127,0.878,1,1.173,0.852,0.974
52,197.994,0.270,0,255,604.358,22.836,0.896,1,1.161,0.861,0.975
53,229.262,0.992,0,255,470.887,24.757,0.888,1,1.108,0.903,0.974
54,300.978,0.000,0,0,855.928,25.300,0.865,1,1.226,0.815,0.971
55,214.572,0.499,0,255,288.256,25.244,0.871,1,1.048,0.954,0.968
56,162.739,0.164,0,255,168.557,25.823,0.815,1,1.634,0.612,0.969
57,123.025,0.109,0,255,31.116,22.991,0.896,1,1.181,0.847,0.970
58,191.174,0.210,0,255,713.133,25.198,0.886,1,1.156,0.865,0.975
59,259.690,0.567,0,255,741.005,26.321,0.893,1,1.054,0.949,0.978
60,267.927,2.946,0,255,235.175,27.480,0.848,1,1.038,0.963,0.970
61,363.828,12.759,0,255,385.791,27.303,0.850,1,1.237,0.808,0.969
62,186.977,0.501,0,255,180.998,26.010,0.830,1,1.212,0.825,0.959
63,254.968,0.420,0,255,565.866,27.499,0.776,1,1.268,0.789,0.942
64,208.696,0.321,0,255,698.282,28.088,0.706,1,1.881,0.532,0.918
65,178.688,0.824,0,255,423.156,26.934,0.817,1,1.556,0.642,0.964
66,162.109,0.000,0,0,643.241,27.215,0.851,1,1.229,0.814,0.963
67,345.309,3.177,0,255,366.721,30.620,0.852,1,1.135,0.881,0.968
68,161.847,4.381,0,255,409.573,26.664,0.876,1,1.340,0.747,0.972
69,220.710,1.030,0,255,767.782,27.381,0.823,1,1.241,0.805,0.962
70,215.936,0.062,0,255,498.911,29.339,0.881,1,1.077,0.928,0.969
71,167.933,0.000,0,0,650.047,27.822,0.887,1,1.093,0.915,0.974
72,206.703,3.948,0,255,264.109,28.219,0.886,1,1.227,0.815,0.975
73,170.818,0.392,0,255,725.730,28.562,0.871,1,1.093,0.915,0.965
74,223.438,0.180,0,255,297.752,29.697,0.875,1,1.179,0.848,0.974
75,354.962,0.490,0,255,516.485,33.058,0.828,1,1.328,0.753,0.966
76,161.270,0.249,0,255,597.183,29.045,0.908,1,1.102,0.907,0.975
77,144.639,0.185,0,255,825.950,29.119,0.797,1,1.619,0.618,0.961
78,191.646,0.209,0,255,194.729,31.421,0.872,1,1.171,0.854,0.972
79,164.470,0.407,0,255,631.107,30.470,0.899,1,1.016,0.984,0.973
80,206.388,1.361,0,255,248.170,31.690,0.891,1,1.155,0.866,0.975
81,184.196,0.654,0,255,815.889,31.146,0.857,1,1.220,0.820,0.972
82,237.970,0.843,0,255,224.000,32.917,0.836,1,1.083,0.923,0.960
83,266.300,1.708,0,255,539.264,33.227,0.898,1,1.081,0.925,0.980
84,228.894,0.584,0,255,487.455,35.387,0.827,1,1.433,0.698,0.963
85,283.298,0.567,0,255,753.853,36.396,0.822,1,1.162,0.860,0.955
86,216.723,0.309,0,255,186.223,34.382,0.894,1,1.043,0.959,0.974
87,201.614,2.920,0,255,550.178,35.479,0.860,1,1.243,0.805,0.964
88,187.029,5.436,0,255,410.573,32.903,0.832,1,1.460,0.685,0.971
89,171.081,0.938,0,255,473.191,34.396,0.874,1,1.140,0.877,0.969
90,282.354,0.047,0,255,679.356,36.024,0.855,1,1.271,0.787,0.971
91,297.463,1.844,0,255,772.860,37.155,0.857,1,1.083,0.923,0.967
92,231.832,0.000,0,0,67.716,36.940,0.814,1,1.207,0.829,0.962
93,379.672,1.409,0,255,452.071,38.653,0.849,1,1.273,0.785,0.968
94,202.873,1.187,0,255,423.235,36.748,0.890,1,1.152,0.868,0.975
95,169.559,0.868,0,255,720.818,37.581,0.889,1,1.208,0.828,0.975
96,330.200,0.000,0,0,857.405,41.810,0.887,1,1.128,0.887,0.974
97,123.235,0.326,0,255,566.548,37.364,0.866,1,1.039,0.963,0.961
98,261.841,0.511,0,255,701.779,40.494,0.809,1,1.073,0.932,0.957
99,146.476,0.639,0,255,198.528,39.200,0.880,1,1.222,0.818,0.968
100,154.188,1.041,0,255,477.653,40.776,0.874,1,1.228,0.814,0.966
101,142.121,0.188,0,255,571.095,41.050,0.860,1,1.342,0.745,0.967
102,156.181,1.371,0,255,781.384,41.240,0.863,1,1.158,0.863,0.964
103,223.333,0.000,0,0,685.417,43.260,0.871,1,1.194,0.838,0.969
104,160.221,1.002,0,255,632.076,41.897,0.894,1,1.064,0.940,0.972
105,185.036,0.361,0,255,813.755,41.759,0.892,1,1.213,0.824,0.977
106,193.535,4.562,0,255,843.617,44.686,0.851,1,1.424,0.702,0.971
107,244.895,0.437,0,255,467.863,45.102,0.863,1,1.236,0.809,0.972
108,211.110,0.380,0,255,380.493,45.619,0.769,1,1.715,0.583,0.960
109,215.464,0.062,0,255,72.523,45.869,0.876,1,1.108,0.902,0.970
110,224.592,19.716,0,255,330.379,45.245,0.889,1,1.092,0.916,0.976
111,137.872,0.194,0,255,393.559,44.286,0.879,1,1.190,0.840,0.969
112,216.828,0.185,0,255,216.578,47.114,0.849,1,1.472,0.679,0.972
113,209.641,0.830,0,255,273.986,46.299,0.866,1,1.008,0.992,0.967
114,162.949,0.739,0,255,500.520,46.259,0.876,1,1.244,0.804,0.973
115,171.238,0.312,0,255,364.042,45.925,0.890,1,1.147,0.872,0.975
116,174.910,0.765,0,255,493.310,46.553,0.862,1,1.126,0.888,0.970
117,272.071,1.819,0,255,770.225,48.428,0.882,1,1.159,0.862,0.974
118,184.511,0.145,0,255,165.735,49.199,0.848,1,1.356,0.738,0.969
119,144.377,6.301,0,255,309.012,46.509,0.866,1,1.301,0.769,0.970
120,201.719,0.066,0,255,33.868,49.052,0.846,1,1.282,0.780,0.967
121,269.868,0.149,0,255,399.759,50.548,0.853,1,1.030,0.971,0.964
122,235.872,3.573,0,255,664.315,49.190,0.853,1,1.110,0.901,0.972
123,188.551,0.000,0,0,9.494,49.246,0.870,1,1.170,0.855,0.962
124,251.453,0.000,0,0,434.852,49.992,0.880,1,1.167,0.857,0.975
125,413.405,1.456,0,255,725.096,51.175,0.806,1,1.211,0.826,0.956
126,564.498,0.877,0,255,461.590,57.389,0.775,1,1.036,0.965,0.953
127,146.633,0.821,0,255,645.768,48.190,0.910,1,1.145,0.873,0.976
128,210.323,0.954,0,255,255.977,51.183,0.876,1,1.162,0.860,0.974
129,262.261,0.459,0,255,529.792,51.619,0.882,1,1.092,0.916,0.973
130,163.316,3.604,0,255,654.922,49.704,0.896,1,1.041,0.961,0.973
131,335.603,0.199,0,255,553.729,52.618,0.858,1,1.124,0.890,0.972
132,239.702,2.846,0,255,806.625,52.652,0.823,1,1.470,0.680,0.969
133,369.232,1.123,0,255,486.153,53.836,0.840,1,1.347,0.742,0.969
134,211.319,0.000,0,0,237.910,52.118,0.844,1,1.498,0.667,0.972
135,148.836,0.000,0,0,53.681,52.103,0.840,1,1.391,0.719,0.966
136,222.074,0.663,0,255,206.077,53.642,0.862,1,1.260,0.794,0.968
137,183.777,0.946,0,255,605.064,52.295,0.876,1,1.088,0.919,0.969
138,175.120,1.146,0,255,822.717,54.071,0.833,1,1.433,0.698,0.965
139,155.027,0.086,0,255,25.211,52.382,0.882,1,1.059,0.945,0.969
140,253.814,0.316,0,255,422.463,54.158,0.887,1,1.112,0.899,0.976
141,146.318,2.834,0,255,849.571,52.678,0.860,1,1.146,0.872,0.966
142,279.258,0.479,0,255,445.884,56.662,0.868,1,1.163,0.860,0.972
143,358.267,3.547,0,255,294.533,58.830,0.820,1,1.443,0.693,0.963
144,188.131,0.071,0,255,503.377,55.081,0.812,1,1.448,0.691,0.955
145,209.641,0.191,0,255,611.967,57.024,0.709,1,1.634,0.612,0.942
146,235.924,1.985,0,255,736.283,57.968,0.872,1,1.149,0.871,0.971
147,156.758,1.109,0,255,781.901,55.272,0.880,1,1.256,0.796,0.972
148,117.621,0.000,0,0,277.391,54.938,0.902,1,1.043,0.959,0.970
149,156.234,0.000,0,0,58.357,56.846,0.818,1,1.375,0.727,0.956
150,187.291,1.429,0,255,192.048,56.837,0.868,1,1.110,0.901,0.962
151,149.413,17.370,0,255,314.530,58.068,0.814,1,1.408,0.710,0.952
152,297.725,1.977,0,255,662.848,59.646,0.847,1,1.111,0.900,0.966
153,260.319,0.000,0,0,706.356,59.892,0.880,1,1.268,0.789,0.975
154,234.455,0.228,0,255,264.894,59.902,0.887,1,1.223,0.818,0.976
155,243.269,0.220,0,255,856.509,60.426,0.833,1,1.418,0.705,0.968
156,164.680,0.244,0,255,575.525,57.212,0.870,1,1.348,0.742,0.973
157,127.956,0.000,0,0,744.684,57.652,0.861,1,1.332,0.751,0.966
158,181.626,0.000,0,0,75.363,58.695,0.881,1,1.234,0.811,0.970
159,302.499,0.177,0,255,623.288,62.559,0.883,1,1.217,0.821,0.977
160,135.091,0.000,0,0,178.227,59.216,0.877,1,1.257,0.795,0.967
161,197.154,0.068,0,255,14.745,62.046,0.826,1,1.352,0.740,0.959
162,350.398,0.840,0,255,650.462,63.868,0.850,1,1.166,0.857,0.967
163,134.724,2.185,0,255,824.575,60.745,0.825,1,1.411,0.709,0.953
164,131.786,23.855,0,255,323.378,60.349,0.854,1,1.416,0.706,0.964
165,161.637,1.490,0,255,830.093,62.711,0.853,1,1.094,0.914,0.965
166,152.142,0.000,0,0,863.281,62.834,0.736,1,1.443,0.693,0.806
167,214.834,0.125,0,255,686.985,64.025,0.872,1,1.125,0.889,0.972
168,224.278,5.846,0,255,349.708,63.032,0.806,1,1.391,0.719,0.955
169,275.848,0.145,0,255,553.202,63.430,0.883,1,1.251,0.800,0.980
170,232.147,1.441,0,255,367.875,64.751,0.828,1,1.358,0.737,0.961
171,243.794,0.384,0,255,409.955,65.277,0.885,1,1.112,0.899,0.972
172,163.421,0.409,0,255,392.260,65.042,0.848,1,1.329,0.752,0.965
173,211.949,2.083,0,255,797.915,64.763,0.822,1,1.189,0.841,0.965
174,119.195,0.112,0,255,204.438,63.264,0.897,1,1.123,0.891,0.968
175,181.258,0.664,0,255,378.665,64.072,0.854,1,1.271,0.787,0.971
176,142.961,0.000,0,0,177.362,65.689,0.880,1,1.167,0.857,0.968
177,194.426,0.482,0,255,581.731,66.684,0.903,1,1.062,0.941,0.978
178,225.904,0.474,0,255,259.510,67.670,0.878,1,1.245,0.803,0.973
179,141.754,0.000,0,0,420.813,67.659,0.784,1,1.662,0.602,0.956
180,238.652,0.112,0,255,241.780,68.269,0.876,1,1.338,0.747,0.977
181,304.231,0.835,0,255,522.375,69.027,0.879,1,1.142,0.876,0.976
182,205.286,0.326,0,255,782.254,68.810,0.837,1,1.540,0.649,0.975
183,209.431,0.128,0,255,82.438,68.193,0.879,1,1.097,0.912,0.970
184,172.025,0.233,0,255,387.176,68.628,0.849,1,1.279,0.782,0.967
185,201.299,0.133,0,255,199.724,69.572,0.851,1,1.194,0.837,0.969
186,165.782,0.161,0,255,679.931,67.901,0.848,1,1.214,0.824,0.963
187,255.231,19.813,0,255,330.641,69.256,0.861,1,1.017,0.983,0.972
188,152.351,0.351,0,255,471.367,69.870,0.881,1,1.359,0.736,0.974
189,128.691,0.104,0,255,209.401,69.489,0.858,1,1.383,0.723,0.966
190,286.866,1.959,0,255,800.751,72.639,0.743,1,1.397,0.716,0.920
191,185.823,0.360,0,255,755.979,70.400,0.885,1,1.091,0.916,0.971
192,205.129,0.000,0,0,222.810,72.492,0.830,1,1.462,0.684,0.968
193,274.170,3.269,0,255,488.999,72.893,0.901,1,1.074,0.931,0.979
194,259.952,2.573,0,255,833.732,72.006,0.847,1,1.387,0.721,0.969
195,267.717,2.349,0,255,511.773,73.703,0.873,1,1.027,0.973,0.974
196,130.579,0.000,0,0,52.468,70.295,0.840,1,1.303,0.767,0.962
197,306.172,0.131,0,255,632.310,76.688,0.803,1,1.645,0.608,0.967
198,199.620,0.536,0,255,74.434,73.169,0.880,1,1.093,0.915,0.971
199,288.125,20.476,0,255,339.042,75.636,0.872,1,1.083,0.923,0.973
200,250.929,0.746,0,255,698.342,74.828,0.841,1,1.304,0.767,0.967
201,205.444,2.605,0,255,355.112,74.767,0.861,1,1.030,0.971,0.965
202,160.431,1.918,0,255,844.302,73.181,0.888,1,1.132,0.884,0.971
203,141.282,0.095,0,255,396.241,73.115,0.888,1,1.236,0.809,0.971
204,296.046,1.717,0,255,677.021,77.511,0.853,1,1.100,0.909,0.967
205,169.244,0.000,0,0,456.289,75.111,0.862,1,1.393,0.718,0.973
206,332.246,1.812,0,255,711.015,78.946,0.801,1,1.442,0.694,0.958
207,222.809,0.600,0,255,10.943,80.051,0.865,1,1.310,0.763,0.973
208,256.700,0.417,0,255,307.972,79.142,0.897,1,1.086,0.920,0.976
209,260.739,0.154,0,255,382.993,80.106,0.846,1,1.373,0.728,0.973
210,205.548,0.195,0,255,32.041,78.906,0.838,1,1.385,0.722,0.968
211,245.105,1.310,0,255,829.245,79.026,0.814,1,1.567,0.638,0.969
212,222.232,1.746,0,255,848.221,80.595,0.843,1,1.210,0.826,0.968
213,184.721,1.593,0,255,200.429,78.796,0.845,1,1.197,0.836,0.964
214,137.924,0.000,0,0,179.994,79.284,0.871,1,1.376,0.727,0.972
215,236.344,3.679,0,255,329.954,81.888,0.882,1,1.365,0.733,0.978
216,181.521,0.221,0,255,289.908,81.379,0.886,1,1.102,0.907,0.969
217,276.321,0.290,0,255,42.821,83.704,0.836,1,1.140,0.877,0.963
218,186.085,0.144,0,255,440.321,81.719,0.844,1,1.200,0.834,0.962
219,221.077,0.363,0,255,244.036,83.818,0.834,1,1.571,0.636,0.971
220,182.360,0.734,0,255,262.805,82.833,0.813,1,1.660,0.602,0.968
221,179.317,7.386,0,255,348.294,81.650,0.824,1,1.479,0.676,0.964
222,240.384,0.612,0,255,626.532,84.428,0.806,1,1.478,0.677,0.962
223,199.568,0.134,0,255,735.495,83.520,0.889,1,1.210,0.826,0.976
224,331.983,0.000,0,0,103.558,89.158,0.761,1,1.726,0.579,0.964
225,139.393,0.000,0,0,225.301,83.127,0.824,1,1.117,0.895,0.956
226,359.159,0.298,0,255,537.685,83.814,0.741,1,1.761,0.568,0.949
227,237.865,0.056,0,255,71.517,85.257,0.887,1,1.148,0.871,0.974
228,325.321,0.329,0,255,580.571,86.383,0.900,1,1.124,0.890,0.981
229,184.459,0.508,0,255,693.733,83.219,0.850,1,1.270,0.787,0.971
230,203.765,1.116,0,255,489.129,84.430,0.841,1,1.074,0.931,0.954
231,287.285,0.140,0,255,685.844,87.813,0.829,1,1.197,0.836,0.964
232,243.479,0.440,0,255,317.508,85.850,0.769,1,1.272,0.786,0.926
233,137.347,0.000,0,0,747.827,83.425,0.800,1,1.455,0.687,0.949
234,296.624,0.000,0,0,58.437,89.556,0.857,1,1.181,0.847,0.966
235,240.436,0.056,0,255,283.091,89.097,0.875,1,1.226,0.815,0.976
236,146.528,0.274,0,255,646.541,85.597,0.892,1,1.169,0.856,0.972
237,309.897,0.173,0,255,296.424,90.429,0.887,1,1.165,0.858,0.977
238,256.018,4.076,0,255,370.223,88.648,0.851,1,1.184,0.845,0.968
239,290.433,1.244,0,255,776.617,90.322,0.815,1,1.432,0.699,0.964
240,215.516,2.855,0,255,347.433,88.056,0.802,1,1.548,0.646,0.965
241,256.962,1.562,0,255,712.262,88.469,0.880,1,1.223,0.818,0.978
242,190.597,0.421,0,255,611.949,88.532,0.886,1,1.177,0.850,0.976
243,143.328,0.933,0,255,191.056,88.972,0.886,1,1.114,0.897,0.971
244,210.060,0.191,0,255,446.040,89.488,0.843,1,1.234,0.811,0.961
245,204.814,0.196,0,255,830.207,89.539,0.878,1,1.146,0.873,0.968
246,259.270,0.774,0,255,555.730,92.812,0.870,1,1.184,0.844,0.969
247,238.600,18.334,0,255,362.814,92.901,0.838,1,1.492,0.670,0.973
248,278.576,0.768,0,255,386.472,91.697,0.834,1,1.399,0.715,0.971
249,183.252,3.869,0,255,496.740,91.279,0.847,1,1.097,0.911,0.966
250,181.153,1.255,0,255,783.889,92.231,0.795,1,1.439,0.695,0.955
251,128.848,0.104,0,255,176.198,92.251,0.829,1,1.519,0.658,0.967
252,144.010,0.000,0,0,28.394,92.187,0.818,1,1.554,0.643,0.965
253,131.524,0.000,0,0,655.206,92.660,0.872,1,1.242,0.805,0.965
254,210.900,0.381,0,255,450.674,95.467,0.851,1,1.285,0.778,0.966
255,323.012,12.715,0,255,506.155,98.641,0.874,1,1.193,0.839,0.975
256,141.806,0.849,0,255,531.662,94.040,0.907,1,1.096,0.913,0.973
257,150.515,1.333,0,255,848.041,96.880,0.784,1,1.736,0.576,0.958
258,177.638,0.301,0,255,424.922,96.087,0.900,1,1.080,0.926,0.976
259,166.936,0.401,0,255,603.556,97.819,0.811,1,1.303,0.768,0.951
260,144.220,0.278,0,255,677.957,95.382,0.886,1,1.119,0.894,0.969
261,266.510,1.205,0,255,809.688,98.294,0.881,1,1.157,0.864,0.975
262,194.112,1.103,0,255,740.392,97.523,0.836,1,1.249,0.801,0.965
263,152.404,2.019,0,255,611.608,96.497,0.876,1,1.173,0.852,0.964
264,160.326,0.334,0,255,198.127,97.768,0.895,1,1.082,0.924,0.973
265,170.294,0.079,0,255,570.858,98.418,0.887,1,1.249,0.801,0.973
266,242.797,1.653,0,255,783.905,100.627,0.827,1,1.118,0.894,0.956
267,151.407,7.952,0,255,241.975,98.148,0.860,1,1.100,0.909,0.965
268,131.366,0.407,0,255,8.799,97.893,0.819,1,1.626,0.615,0.960
269,125.805,1.808,0,255,443.181,99.075,0.852,1,1.170,0.855,0.962
270,177.481,0.377,0,255,545.181,98.931,0.829,1,1.587,0.630,0.973
271,165.939,2.177,0,255,434.177,100.142,0.873,1,1.074,0.931,0.970
272,150.673,17.758,0,255,248.616,100.405,0.845,1,1.174,0.852,0.960
273,318.920,28.776,0,255,257.547,105.928,0.836,1,1.325,0.755,0.971
274,280.780,1.143,0,255,343.393,102.713,0.854,1,1.108,0.903,0.970
275,258.011,1.607,0,255,792.953,103.230,0.860,1,1.123,0.891,0.966
276,121.398,0.000,0,0,661.782,100.108,0.882,1,1.120,0.893,0.970
277,133.780,0.600,0,255,597.726,101.619,0.887,1,1.097,0.912,0.968
278,379.829,2.465,0,255,408.973,107.645,0.864,1,1.227,0.815,0.974
279,242.849,0.275,0,255,463.600,104.974,0.864,1,1.098,0.911,0.971
280,267.612,16.697,0,255,615.591,105.028,0.883,1,1.090,0.917,0.976
281,187.501,0.143,0,255,33.150,104.663,0.874,1,1.190,0.841,0.970
282,152.719,8.147,0,255,240.333,104.783,0.831,1,1.352,0.740,0.959
283,352.811,0.265,0,255,111.987,110.580,0.819,1,1.476,0.677,0.969
284,231.045,0.000,0,0,724.469,109.382,0.812,1,1.532,0.653,0.964
285,220.448,0.121,0,255,12.785,106.406,0.884,1,1.279,0.782,0.976
286,180.104,0.000,0,0,180.978,107.102,0.865,1,1.233,0.811,0.971
287,148.102,0.542,0,255,443.099,105.307,0.859,1,1.215,0.823,0.965
288,160.955,0.332,0,255,638.953,107.200,0.834,1,1.480,0.676,0.972
289,148.627,0.180,0,255,49.314,106.511,0.850,1,1.317,0.759,0.964
290,243.426,0.495,0,255,449.512,109.706,0.846,1,1.174,0.852,0.963
291,181.101,1.108,0,255,801.901,110.845,0.811,1,1.638,0.611,0.969
292,132.206,0.000,0,0,74.104,109.032,0.887,1,1.160,0.862,0.967
293,220.500,0.000,0,0,92.106,111.551,0.881,1,1.334,0.750,0.978
294,193.062,0.346,0,255,310.180,110.662,0.807,1,1.487,0.672,0.961
295,215.831,0.186,0,255,456.932,112.913,0.807,1,1.237,0.808,0.951
296,243.217,0.165,0,255,593.431,112.132,0.871,1,1.100,0.909,0.970
297,180.052,0.446,0,255,843.529,109.766,0.860,1,1.435,0.697,0.974
298,182.412,0.000,0,0,208.835,112.611,0.886,1,1.203,0.831,0.973
299,166.936,0.321,0,255,472.540,111.773,0.890,1,1.084,0.922,0.971
300,165.729,0.000,0,0,510.103,114.835,0.874,1,1.276,0.783,0.973
301,241.118,0.444,0,255,685.540,114.912,0.720,1,1.081,0.925,0.917
302,130.212,2.260,0,255,741.829,113.299,0.887,1,1.295,0.772,0.970
303,200.879,0.000,0,0,184.758,116.343,0.849,1,1.191,0.840,0.963
304,176.851,1.135,0,255,835.230,115.657,0.900,1,1.161,0.861,0.976
305,170.713,2.821,0,255,246.594,116.103,0.893,1,1.095,0.913,0.973
306,353.860,0.378,0,255,485.749,120.573,0.829,1,1.498,0.668,0.975
307,180.471,0.593,0,255,761.076,116.305,0.871,1,1.281,0.781,0.972
308,176.537,0.379,0,255,217.479,117.226,0.845,1,1.364,0.733,0.967
309,226.796,0.295,0,255,782.561,117.797,0.877,1,1.220,0.819,0.975
310,260.057,0.103,0,255,434.513,118.670,0.884,1,1.082,0.924,0.978
311,130.632,0.000,0,0,5.635,116.717,0.806,1,1.138,0.879,0.891
312,184.878,1.085,0,255,851.993,118.597,0.904,1,1.051,0.952,0.976
313,255.335,0.943,0,255,235.987,120.617,0.874,1,1.313,0.762,0.978
314,179.265,3.731,0,255,640.948,119.260,0.891,1,1.044,0.958,0.970
315,256.595,6.256,0,255,332.689,121.746,0.891,1,1.140,0.877,0.977
316,344.574,4.038,0,255,619.807,123.397,0.824,1,1.208,0.828,0.968
317,233.878,1.487,0,255,289.997,122.336,0.867,1,1.419,0.705,0.976
318,150.148,1.069,0,255,810.338,119.773,0.905,1,1.045,0.957,0.971
319,221.655,0.000,0,0,22.941,121.891,0.810,1,1.381,0.724,0.962
320,199.830,0.536,0,255,344.416,122.698,0.877,1,1.223,0.818,0.975
321,312.992,0.556,0,255,464.841,122.649,0.864,1,1.307,0.765,0.974
322,212.421,1.763,0,255,670.139,122.513,0.872,1,1.199,0.834,0.975
323,193.849,0.207,0,255,589.465,122.465,0.881,1,1.122,0.891,0.971
324,227.845,1.585,0,255,678.062,123.729,0.858,1,1.158,0.863,0.970
325,238.338,0.168,0,255,54.446,124.000,0.725,1,1.448,0.691,0.911
326,231.832,0.231,0,255,389.096,124.709,0.854,1,1.396,0.716,0.974
327,172.025,0.389,0,255,689.976,123.447,0.888,1,1.160,0.862,0.972
328,105.188,0.127,0,255,3.076,126.669,0.538,1,2.448,0.409,0.682
329,220.815,0.182,0,255,421.728,124.700,0.879,1,1.267,0.789,0.975
330,249.302,0.054,0,255,121.559,124.794,0.842,1,1.443,0.693,0.970
331,273.855,0.489,0,255,214.779,127.770,0.867,1,1.224,0.817,0.973
332,532.968,6.074,0,255,566.105,131.916,0.811,1,1.218,0.821,0.965
333,239.229,0.168,0,255,400.213,126.493,0.858,1,1.194,0.838,0.978
334,188.446,0.284,0,255,409.057,126.766,0.889,1,1.166,0.858,0.980
335,196.420,1.090,0,255,749.420,126.692,0.846,1,1.229,0.814,0.959
336,196.630,0.884,0,255,250.421,126.713,0.767,1,1.433,0.698,0.936
337,235.872,0.340,0,255,856.146,130.218,0.834,1,1.439,0.695,0.971
338,357.113,2.847,0,255,816.271,131.820,0.824,1,1.093,0.915,0.959
339,175.960,23.645,0,255,309.004,128.294,0.823,1,1.444,0.692,0.958
340,170.871,0.313,0,255,131.126,130.193,0.869,1,1.326,0.754,0.972
341,223.386,0.419,0,255,373.929,130.798,0.904,1,1.103,0.907,0.977
342,162.424,0.082,0,255,447.080,130.154,0.900,1,1.111,0.900,0.975
343,162.582,5.019,0,255,825.673,130.753,0.877,1,1.282,0.780,0.977
344,278.734,1.392,0,255,548.222,133.068,0.883,1,1.144,0.874,0.979
345,242.272,0.221,0,255,101.271,132.965,0.889,1,1.150,0.870,0.981
346,165.415,0.243,0,255,108.322,132.226,0.827,1,1.548,0.646,0.965
347,165.520,0.485,0,255,771.403,130.951,0.896,1,1.151,0.869,0.974
348,214.310,1.498,0,255,804.842,133.657,0.815,1,1.434,0.697,0.960
